query_form,complexity_score,nary_count,has_negation,has_annotation,op_FILTER,op_FILTER_NOT_EXISTS,op_OPTIONAL,op_UNION,op_GROUP_BY,op_ORDER_BY,op_LIMIT,op_DISTINCT,op_HAVING,op_BIND,op_VALUES,op_SUBQUERY,op_REGEX,op_STRSTARTS,op_COUNT,op_AGG_OTHER,operator_count,operator_diversity,join_count,nesting_depth,compositional_score,entity_count,class_count,relation_count,literal_count,namespace_count,ttr,vocab_tokens,line_count,token_count,char_count,Domain
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4.0,1,2,0,3,5,0.5185,27,14,38,562,TelcoQA
SELECT,15.0,0,1,1,1,1,2,0,0,1,0,1,0,0,0,1,0,2,0,0,9,7,4,3,23.0,5,3,2,3,5,0.3667,60,23,77,1072,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,7,2,24.5,8,9,5,6,6,0.35,100,34,134,1621,TelcoQA
SELECT,17.0,0,0,1,4,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,6,2,21.0,7,2,5,7,6,0.4237,59,25,89,1051,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,6,2,23.0,7,4,5,5,5,0.3733,75,27,96,1354,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,6,4,4,5,5,0.3611,72,26,95,1314,TelcoQA
ASK,4.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,8.5,3,3,3,5,5,0.4884,43,21,64,916,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,3,2,16.5,4,3,4,3,5,0.3962,53,20,78,1036,TelcoQA
SELECT,34.5,0,1,1,1,2,7,3,0,1,0,1,0,0,0,1,0,2,0,0,18,8,13,3,38.5,15,37,14,7,6,0.181,221,57,312,3425,TelcoQA
SELECT,25.5,0,1,1,1,1,9,0,0,1,0,1,0,0,0,1,0,2,0,0,16,7,12,3,35.0,17,17,15,10,6,0.3101,158,56,227,2628,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,3,4,3,5,0.4565,46,20,78,946,TelcoQA
SELECT,14.0,1,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,8,2,24.0,10,2,9,4,5,0.4412,68,26,99,1136,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4.0,1,2,0,3,5,0.5172,29,14,38,564,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,3,2,18.5,4,2,3,5,5,0.4062,64,23,84,1120,TelcoQA
SELECT,11.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,6,5,3,2,16.5,4,2,2,4,5,0.5366,41,18,63,762,TelcoQA
SELECT,24.0,0,1,1,1,3,4,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,11,5,35.5,12,20,12,5,6,0.2593,135,54,209,2536,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,4,2,16.0,5,2,3,3,5,0.5,42,18,65,832,TelcoQA
SELECT,19.0,1,0,1,2,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,11,5,8,2,24.0,10,2,10,5,6,0.4324,74,29,115,1292,TelcoQA
SELECT,22.5,0,1,1,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,0,10,6,11,2,30.5,22,59,14,3,6,0.2304,191,28,356,3299,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4681,47,19,71,893,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,7,4,6,5,5,0.3836,73,28,100,1352,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,4,2,16.0,6,2,3,3,5,0.5116,43,18,65,839,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,5,2,21.5,8,4,8,5,5,0.3457,81,30,106,1520,TelcoQA
SELECT,27.0,0,1,1,1,1,4,3,0,1,0,1,0,0,0,1,0,2,0,0,14,8,6,3,28.0,7,17,11,5,6,0.2348,115,44,189,2278,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,6,0.4565,46,19,71,886,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,24.0,0,1,1,1,2,6,0,0,1,0,1,0,0,0,1,0,2,0,0,14,7,10,3,32.0,11,14,14,7,6,0.2748,131,50,192,2572,TelcoQA
SELECT,22.5,0,1,1,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,0,10,6,8,2,26.0,9,47,10,3,5,0.1558,154,27,289,2607,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4681,47,19,71,893,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,4,2,20.0,5,3,4,4,5,0.4237,59,24,83,1122,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,4,2,20.0,4,4,2,5,5,0.3731,67,24,89,1099,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,3,2,1,3,5,0.5,34,15,42,619,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4681,47,19,71,893,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,6,0.4565,46,19,71,886,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,8,11,4,3,5,0.4182,55,21,112,1164,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,6,3,26.0,7,6,7,4,5,0.2889,90,31,107,1704,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,5,2,23.5,7,4,3,5,6,0.4348,69,27,106,1296,TelcoQA
SELECT,30.0,0,0,1,1,0,8,3,0,1,0,1,0,0,0,1,0,2,0,0,17,7,9,2,29.5,12,57,22,7,5,0.153,268,61,415,3992,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,6,3,26.0,7,4,6,4,5,0.3824,68,28,101,1331,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,4,3,6,0.46,50,20,75,952,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,8,3,29.0,9,12,10,4,6,0.2871,101,40,145,1998,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4681,47,19,71,893,TelcoQA
SELECT,19.5,0,1,1,1,2,3,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,7,3,27.5,10,7,9,4,5,0.3061,98,35,126,1896,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,7,7,6,5,5,0.3784,74,31,114,1417,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,7,3,27.5,9,6,5,5,5,0.3735,83,29,114,1448,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,8,3,29.0,9,11,3,4,6,0.3176,85,32,125,1505,TelcoQA
ASK,13.5,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,5,16.5,16,20,11,8,6,0.2769,130,52,184,2342,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,6,3,4,3,6,0.4681,47,21,81,1005,TelcoQA
SELECT,11.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,6,5,3,2,16.5,4,2,2,4,6,0.4667,45,19,63,854,TelcoQA
SELECT,18.0,0,0,1,1,0,6,0,0,1,0,1,0,0,0,1,0,2,0,0,12,6,7,2,24.5,9,6,4,7,6,0.4096,83,31,123,1496,TelcoQA
ASK,10.5,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,3,16.0,13,16,14,5,6,0.3158,114,45,160,2061,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,6,2,23.0,8,6,6,4,5,0.3378,74,29,103,1373,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,3,5,1,3,5,0.4857,35,18,54,694,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,3,2,18.5,3,2,1,4,6,0.3929,56,21,76,980,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,4,2,20.0,4,3,2,3,5,0.3966,58,22,73,1012,TelcoQA
ASK,10.5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,2,21.0,12,27,17,4,5,0.1963,163,44,207,2562,TelcoQA
SELECT,12.0,1,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,6,2,19.0,9,3,12,3,5,0.3333,75,30,110,1602,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,5,2,21.5,7,5,6,4,5,0.3881,67,28,99,1269,TelcoQA
SELECT,22.5,0,0,1,1,0,3,3,0,1,0,1,0,0,0,1,0,2,0,0,12,7,5,2,23.5,6,8,5,4,5,0.2927,82,31,122,1489,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,5,2,21.5,8,3,4,6,5,0.4412,68,26,98,1227,TelcoQA
SELECT,22.5,0,1,1,1,1,7,0,0,1,0,1,0,0,0,1,0,2,0,0,14,7,11,2,32.5,18,17,21,7,5,0.2601,173,59,218,3176,TelcoQA
SELECT,24.0,0,0,1,1,0,4,3,0,1,0,1,0,0,0,1,0,2,0,0,13,7,6,2,25.0,7,20,7,5,5,0.2077,130,39,184,2013,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1062,TelcoQA
SELECT,34.5,0,0,1,1,0,7,5,0,1,0,1,0,0,0,1,0,2,0,0,18,7,8,2,28.0,11,33,11,6,5,0.1777,197,50,275,3213,TelcoQA
ASK,10.5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,11,2,22.5,12,27,9,8,5,0.2333,150,43,198,2359,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,7,2,24.5,10,5,10,5,5,0.35,100,33,124,1631,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,5,4,1,5,5,0.4783,46,19,56,814,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,3,2,18.5,5,2,3,5,5,0.4746,59,23,84,1069,TelcoQA
SELECT,20.0,0,0,1,4,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,11,5,8,2,24.0,9,2,7,7,6,0.3462,78,27,104,1276,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1066,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,5,5,0.4667,45,20,68,848,TelcoQA
SELECT,25.5,0,1,1,1,1,9,0,0,1,0,1,0,0,0,1,0,2,0,0,16,7,8,3,29.0,12,14,11,10,6,0.296,125,50,198,2485,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,4,2,20.0,6,5,5,5,5,0.403,67,28,102,1279,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,5,6,0.4118,51,21,71,991,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,5,2,17.5,14,15,10,9,5,0.3208,106,45,149,2007,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,5,2,21.5,7,5,4,4,5,0.3623,69,26,96,1269,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,40.0,2,0,1,14,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,21,5,7,2,22.5,9,17,5,3,6,0.2927,82,38,197,1875,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,20.5,18,57,1,3,6,0.1786,168,71,265,2900,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,4,3,1,3,6,0.5405,37,17,49,689,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,8,2,26.0,8,7,5,4,6,0.3133,83,30,107,1455,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,5,2,17.5,15,13,8,7,6,0.3918,97,40,136,1741,TelcoQA
SELECT,18.0,0,0,1,1,0,6,0,0,1,0,1,0,0,0,1,0,2,0,0,12,6,7,2,24.5,10,7,11,6,6,0.3204,103,38,139,1924,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,4,2,20.0,5,3,1,4,5,0.431,58,21,77,1043,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,9,2,27.5,9,11,4,4,5,0.3295,88,32,123,1420,TelcoQA
SELECT,18.0,0,0,1,1,0,6,0,0,1,0,1,0,0,0,1,0,2,0,0,12,6,8,2,26.0,9,9,8,7,6,0.3529,102,38,148,1845,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,1,2,11.5,7,5,3,7,5,0.4386,57,26,84,1147,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,6,3,4,3,6,0.5,42,21,81,970,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,8.5,9,10,11,5,5,0.3297,91,35,110,1508,TelcoQA
SELECT,27.0,0,1,1,1,1,4,3,0,1,0,1,0,0,0,1,0,2,0,0,14,8,10,3,34.0,12,21,10,5,5,0.2329,146,43,206,2385,TelcoQA
SELECT,15.0,0,1,1,1,1,2,0,0,1,0,1,0,0,0,1,0,2,0,0,9,7,7,2,26.5,7,6,3,3,5,0.3548,62,27,96,1201,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,4,2,16.0,5,2,3,3,5,0.5,42,18,65,837,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,4,3,5,0.451,51,19,72,913,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,19.5,0,0,1,1,0,7,0,0,1,0,1,0,0,0,1,0,2,0,0,13,6,7,2,24.5,7,5,11,8,5,0.3125,112,37,138,2111,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,6,0.4565,46,19,71,890,TelcoQA
SELECT,21.0,0,1,1,1,1,4,1,0,1,0,1,0,0,0,1,0,2,0,0,12,8,7,3,29.5,8,11,5,5,6,0.2843,102,34,142,1720,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,3,4,1,4,5,0.4524,42,18,52,795,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,4,2,20.0,5,4,1,4,5,0.44,50,22,82,950,TelcoQA
SELECT,12.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,4,5,0.4375,48,19,68,882,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,10,2,29.0,13,11,11,6,5,0.322,118,41,154,2019,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4681,47,19,71,893,TelcoQA
SELECT,12.0,1,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,3,6,3,5,0.4151,53,24,86,1078,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,16.0,13,41,1,3,6,0.2241,116,55,201,2092,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,3,2,16.5,4,2,3,5,5,0.4259,54,20,70,915,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,11.5,11,16,15,6,6,0.292,113,47,150,2192,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,6,0.463,54,21,84,1054,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,8,2,26.0,11,8,10,4,6,0.3571,98,36,139,1742,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,24.5,0,0,1,7,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,13,5,10,2,27.0,11,2,9,10,6,0.369,84,32,122,1461,TelcoQA
ASK,4.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,10.5,9,5,8,5,6,0.4167,72,28,86,1285,TelcoQA
SELECT,31.5,0,1,1,1,4,7,0,0,1,0,1,0,0,0,1,0,2,0,0,17,7,12,5,37.0,19,27,28,7,6,0.2027,222,79,296,3883,TelcoQA
SELECT,30.0,0,0,1,1,0,8,3,0,1,0,1,0,0,0,1,0,2,0,0,17,7,9,2,29.5,12,23,19,8,6,0.2467,150,52,264,2915,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,4,5,1,3,6,0.5,36,19,57,747,TelcoQA
SELECT,15.0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,6,5,0.4,60,22,76,1002,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4.0,5,5,0,3,5,0.4595,37,17,50,673,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,2,2,17.0,4,1,1,3,5,0.4681,47,20,59,832,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,5,5,0.4259,54,20,71,921,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,5,0.463,54,20,81,1007,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,6,2,23.0,7,23,6,4,5,0.2261,115,46,170,2129,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4468,47,18,68,851,TelcoQA
SELECT,20.5,0,0,1,5,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,11,5,8,2,24.0,9,2,7,8,6,0.3913,69,28,106,1238,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,6,3,26.0,7,4,15,5,5,0.2759,116,38,130,2044,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,3,2,18.5,4,2,1,5,5,0.4068,59,21,78,995,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,3,4,3,5,0.4375,48,20,78,986,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,5,5,0.4151,53,20,68,906,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,7,3,27.5,7,6,3,4,5,0.3562,73,27,101,1354,TelcoQA
SELECT,21.0,0,1,1,1,1,6,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,6,2,25.0,8,7,7,7,5,0.3537,82,35,136,1702,TelcoQA
SELECT,25.5,0,1,1,1,1,9,0,0,1,0,1,0,0,0,1,0,2,0,0,16,7,5,3,24.5,5,5,3,10,5,0.3232,99,32,137,1690,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,7,5,5,5,6,0.3803,71,29,103,1396,TelcoQA
SELECT,10.5,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,5,5,6,3,22.0,14,12,9,7,5,0.297,101,40,136,1834,TelcoQA
SELECT,19.5,0,0,1,1,0,7,0,0,1,0,1,0,0,0,1,0,2,0,0,13,6,12,2,32.0,14,13,13,8,6,0.3066,137,48,187,2383,TelcoQA
SELECT,21.0,0,0,1,1,0,8,0,0,1,0,1,0,0,0,1,0,2,0,0,14,6,6,2,23.0,8,7,9,9,6,0.3838,99,39,155,1824,TelcoQA
SELECT,25.5,0,0,1,1,0,5,3,0,1,0,1,0,0,0,1,0,2,0,0,14,7,15,2,38.5,17,68,24,6,5,0.1489,282,67,446,4461,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,14.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,8,2,24.0,8,2,7,4,5,0.4118,68,23,91,1078,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,3,2,18.5,3,3,2,5,5,0.3636,66,23,84,1221,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4681,47,19,71,898,TelcoQA
SELECT,22.5,0,1,1,1,2,5,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,5,4,25.5,7,4,6,6,6,0.3579,95,32,122,1776,TelcoQA
SELECT,16.5,0,0,1,3,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,5,2,19.5,6,2,5,6,5,0.3788,66,23,87,1003,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,5,2,21.5,5,9,4,6,5,0.3333,90,32,126,1542,TelcoQA
SELECT,15.0,0,1,1,1,1,2,0,0,1,0,1,0,0,0,1,0,2,0,0,9,7,6,3,26.0,8,7,7,3,5,0.3288,73,31,104,1392,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,4,2,20.0,4,5,1,4,5,0.4231,52,23,86,992,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,9,2,27.5,12,15,11,6,6,0.2806,139,46,174,2368,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,6,2,23.0,8,4,8,4,6,0.3373,83,30,100,1511,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,5,4,3,5,5,0.3906,64,25,94,1176,TelcoQA
SELECT,24.0,0,1,1,1,1,4,2,0,1,0,1,0,0,0,1,0,2,0,0,13,8,9,3,32.5,10,17,10,5,6,0.2627,118,43,183,2255,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,6,2,23.0,7,6,3,4,5,0.3472,72,26,96,1228,TelcoQA
SELECT,13.5,1,0,1,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,8,4,5,2,17.5,6,3,6,3,6,0.4138,58,25,92,1191,TelcoQA
